2.000000e+00	1.734653e-01	8.877340e-01	1.602003e+00	1.959137e+00	1.780570e+00	8.877340e-01	-5.101904e-03	-7.193706e-01	-1.076505e+00	-1.255072e+00	-1.076505e+00	-1.076505e+00	-1.433639e+00	-1.790774e+00	-1.790774e+00	-1.612207e+00	-7.193706e-01	-5.101904e-03	3.520324e-01	1.734653e-01	-5.101904e-03	-1.836691e-01	1.734653e-01	5.305996e-01	5.305996e-01	3.520324e-01	1.734653e-01	1.734653e-01	3.520324e-01	5.305996e-01	3.520324e-01	3.520324e-01	3.520324e-01	3.520324e-01	3.520324e-01	8.877340e-01	1.244868e+00	1.423436e+00	1.423436e+00	1.244868e+00	5.305996e-01	1.066301e+00	1.423436e+00	1.602003e+00	1.602003e+00	8.877340e-01	1.734653e-01	-5.408034e-01	-1.076505e+00	-1.433639e+00	-8.979378e-01	-5.408034e-01	-1.076505e+00	-1.433639e+00	-1.969341e+00	-1.969341e+00	-1.612207e+00	-1.076505e+00	-8.979378e-01	-5.408034e-01	-3.622363e-01	-5.101904e-03	3.520324e-01	3.520324e-01	3.520324e-01	3.520324e-01	3.520324e-01	3.520324e-01	1.734653e-01	-5.101904e-03
2.000000e+00	1.410899e+00	2.391176e+00	2.146107e+00	1.901037e+00	9.207602e-01	-3.045861e-01	-1.284863e+00	-1.775002e+00	-2.020071e+00	-1.775002e+00	-1.039794e+00	-1.039794e+00	-1.039794e+00	-1.775002e+00	-1.529932e+00	-1.284863e+00	-5.496553e-01	-5.496553e-01	-5.496553e-01	-3.045861e-01	1.855524e-01	4.306217e-01	4.306217e-01	4.306217e-01	6.756910e-01	6.756910e-01	4.306217e-01	4.306217e-01	4.306217e-01	1.855524e-01	4.306217e-01	4.306217e-01	4.306217e-01	-5.951682e-02	1.855524e-01	1.855524e-01	1.855524e-01	9.207602e-01	1.165830e+00	4.306217e-01	9.207602e-01	1.901037e+00	1.901037e+00	9.207602e-01	-3.045861e-01	-3.045861e-01	-7.947246e-01	-7.947246e-01	-5.496553e-01	1.855524e-01	4.306217e-01	-5.951682e-02	-1.284863e+00	-2.020071e+00	-2.020071e+00	-1.039794e+00	-5.951682e-02	6.756910e-01	4.306217e-01	4.306217e-01	4.306217e-01	4.306217e-01	1.855524e-01	1.855524e-01	-3.045861e-01	-5.496553e-01	-5.951682e-02	1.855524e-01	1.855524e-01	1.855524e-01
2.000000e+00	9.185327e-01	1.947289e+00	2.461668e+00	2.718857e+00	1.690100e+00	4.041544e-01	-8.817914e-01	-1.653359e+00	-8.817914e-01	-6.246022e-01	-8.817914e-01	-1.396170e+00	-1.910548e+00	-1.910548e+00	-1.910548e+00	-1.396170e+00	-1.138980e+00	-8.817914e-01	-6.246022e-01	-3.674131e-01	1.469652e-01	4.041544e-01	4.041544e-01	6.613435e-01	4.041544e-01	4.041544e-01	1.469652e-01	1.469652e-01	-1.102239e-01	1.469652e-01	1.469652e-01	4.041544e-01	4.041544e-01	-1.102239e-01	-1.102239e-01	-3.674131e-01	-1.102239e-01	-1.102239e-01	-3.674131e-01	1.469652e-01	9.185327e-01	1.947289e+00	2.204479e+00	1.690100e+00	4.041544e-01	-6.246022e-01	-8.817914e-01	-8.817914e-01	-8.817914e-01	-6.246022e-01	-3.674131e-01	-3.674131e-01	-8.817914e-01	-1.396170e+00	-8.817914e-01	-6.246022e-01	-1.102239e-01	6.613435e-01	9.185327e-01	9.185327e-01	6.613435e-01	4.041544e-01	4.041544e-01	1.469652e-01	-1.102239e-01	-1.102239e-01	1.469652e-01	1.469652e-01	4.041544e-01	4.041544e-01
1.000000e+00	4.948648e-02	7.422972e-01	1.204171e+00	2.358856e+00	1.204171e+00	2.804234e-01	-1.105198e+00	-1.336135e+00	-6.433243e-01	-4.123874e-01	-6.433243e-01	-1.567072e+00	-2.028946e+00	-2.028946e+00	-1.567072e+00	-1.814504e-01	2.804234e-01	2.804234e-01	2.804234e-01	2.804234e-01	7.422972e-01	9.732342e-01	1.204171e+00	1.204171e+00	9.732342e-01	9.732342e-01	7.422972e-01	9.732342e-01	7.422972e-01	5.113603e-01	2.804234e-01	4.948648e-02	4.948648e-02	4.948648e-02	-1.814504e-01	-1.814504e-01	4.948648e-02	2.804234e-01	1.204171e+00	1.204171e+00	1.204171e+00	7.422972e-01	1.204171e+00	2.804234e-01	4.948648e-02	-1.814504e-01	-1.105198e+00	-1.105198e+00	-8.742612e-01	-1.336135e+00	-1.567072e+00	-1.567072e+00	-1.105198e+00	-2.028946e+00	-2.028946e+00	-8.742612e-01	4.948648e-02	9.732342e-01	1.204171e+00	7.422972e-01	2.804234e-01	-6.433243e-01	-1.105198e+00	-8.742612e-01	-1.814504e-01	2.804234e-01	5.113603e-01	7.422972e-01	7.422972e-01	2.804234e-01
2.000000e+00	-4.283717e-01	2.596192e-02	1.161796e+00	1.616130e+00	1.161796e+00	2.531288e-01	-6.555386e-01	-6.555386e-01	-8.827054e-01	-4.283717e-01	-4.283717e-01	-6.555386e-01	-1.109872e+00	-1.791373e+00	-1.564206e+00	-8.827054e-01	-2.012049e-01	4.802956e-01	2.531288e-01	2.531288e-01	2.531288e-01	2.531288e-01	2.531288e-01	4.802956e-01	2.531288e-01	-2.012049e-01	2.596192e-02	4.802956e-01	9.346292e-01	9.346292e-01	7.074624e-01	4.802956e-01	4.802956e-01	2.531288e-01	4.802956e-01	4.802956e-01	4.802956e-01	9.346292e-01	9.346292e-01	1.161796e+00	7.074624e-01	9.346292e-01	2.070463e+00	2.751964e+00	2.524797e+00	1.388963e+00	2.531288e-01	-6.555386e-01	-1.564206e+00	-1.564206e+00	-1.109872e+00	-6.555386e-01	-1.109872e+00	-1.564206e+00	-1.791373e+00	-2.018540e+00	-1.564206e+00	-1.109872e+00	-8.827054e-01	-8.827054e-01	-6.555386e-01	-2.012049e-01	2.596192e-02	2.531288e-01	2.531288e-01	2.531288e-01	2.531288e-01	2.531288e-01	2.596192e-02	-2.012049e-01
2.000000e+00	1.495543e+00	2.281194e+00	2.674019e+00	2.477606e+00	1.495543e+00	1.206535e-01	-1.057823e+00	-1.254236e+00	-1.057823e+00	-4.685847e-01	-6.649974e-01	-1.254236e+00	-1.450648e+00	-1.450648e+00	-1.450648e+00	-1.647061e+00	-1.254236e+00	-8.614102e-01	-6.649974e-01	-2.721719e-01	1.206535e-01	3.170663e-01	5.134790e-01	5.134790e-01	5.134790e-01	3.170663e-01	1.206535e-01	1.206535e-01	-7.575920e-02	-7.575920e-02	-7.575920e-02	-7.575920e-02	1.206535e-01	1.206535e-01	1.206535e-01	-7.575920e-02	-7.575920e-02	3.170663e-01	5.134790e-01	7.098918e-01	7.098918e-01	1.495543e+00	1.691955e+00	2.084781e+00	1.299130e+00	3.170663e-01	-4.685847e-01	-1.057823e+00	-1.057823e+00	-1.057823e+00	-1.254236e+00	-1.647061e+00	-1.450648e+00	-1.254236e+00	-8.614102e-01	-4.685847e-01	1.206535e-01	3.170663e-01	3.170663e-01	1.206535e-01	-7.575920e-02	-7.575920e-02	1.206535e-01	-7.575920e-02	-7.575920e-02	1.206535e-01	3.170663e-01	7.098918e-01	7.098918e-01	7.098918e-01
1.000000e+00	-4.174001e-01	3.617468e-01	2.309614e+00	2.699187e+00	7.513202e-01	7.513202e-01	-4.174001e-01	-8.069736e-01	-8.069736e-01	7.513202e-01	1.140894e+00	1.140894e+00	7.513202e-01	-4.174001e-01	-1.586121e+00	-1.975694e+00	-1.586121e+00	-8.069736e-01	-4.174001e-01	-4.174001e-01	-2.782667e-02	3.617468e-01	7.513202e-01	1.140894e+00	7.513202e-01	3.617468e-01	3.617468e-01	3.617468e-01	3.617468e-01	-2.782667e-02	-2.782667e-02	-8.069736e-01	-4.174001e-01	-2.782667e-02	-4.174001e-01	-4.174001e-01	-8.069736e-01	-4.174001e-01	-2.782667e-02	3.617468e-01	7.513202e-01	1.530467e+00	1.530467e+00	-4.174001e-01	-4.174001e-01	7.513202e-01	7.513202e-01	7.513202e-01	-8.069736e-01	-1.586121e+00	-1.196547e+00	-1.975694e+00	-3.144414e+00	-1.975694e+00	-8.069736e-01	-2.782667e-02	7.513202e-01	1.140894e+00	3.617468e-01	-2.782667e-02	3.617468e-01	-2.782667e-02	3.617468e-01	-4.174001e-01	-4.174001e-01	-4.174001e-01	3.617468e-01	7.513202e-01	7.513202e-01	3.617468e-01
2.000000e+00	4.059473e-01	1.019249e+00	1.836985e+00	2.245852e+00	2.245852e+00	1.632551e+00	6.103812e-01	-2.073544e-01	-1.025090e+00	-1.433958e+00	-1.433958e+00	-1.025090e+00	-1.229524e+00	-1.433958e+00	-1.638392e+00	-1.433958e+00	-8.206560e-01	-2.073544e-01	4.059473e-01	2.015134e-01	2.015134e-01	-2.920484e-03	-2.920484e-03	2.015134e-01	2.015134e-01	-2.920484e-03	-2.920484e-03	2.015134e-01	2.015134e-01	4.059473e-01	6.103812e-01	6.103812e-01	4.059473e-01	4.059473e-01	2.015134e-01	2.015134e-01	2.015134e-01	4.059473e-01	8.148151e-01	8.148151e-01	4.059473e-01	1.019249e+00	2.041418e+00	2.041418e+00	2.041418e+00	1.019249e+00	-2.920484e-03	-8.206560e-01	-1.229524e+00	-1.433958e+00	-1.229524e+00	-1.025090e+00	-1.229524e+00	-1.433958e+00	-1.638392e+00	-1.433958e+00	-1.025090e+00	-6.162222e-01	-6.162222e-01	-6.162222e-01	-2.073544e-01	-2.920484e-03	2.015134e-01	4.059473e-01	4.059473e-01	4.059473e-01	2.015134e-01	-2.920484e-03	-2.073544e-01	-2.073544e-01
1.000000e+00	5.253242e-01	5.253242e-01	-3.939931e-01	9.849829e-01	3.283276e+00	1.904300e+00	6.566552e-02	-1.313311e+00	-1.313311e+00	-8.536518e-01	6.566552e-02	-3.939931e-01	-8.536518e-01	-1.313311e+00	-1.313311e+00	-8.536518e-01	6.566552e-02	5.253242e-01	-3.939931e-01	-3.939931e-01	5.253242e-01	5.253242e-01	5.253242e-01	6.566552e-02	5.253242e-01	5.253242e-01	5.253242e-01	5.253242e-01	5.253242e-01	9.849829e-01	5.253242e-01	6.566552e-02	6.566552e-02	-3.939931e-01	-3.939931e-01	-3.939931e-01	-3.939931e-01	6.566552e-02	-3.939931e-01	6.566552e-02	9.849829e-01	1.444641e+00	9.849829e-01	-8.536518e-01	-1.772969e+00	-3.939931e-01	5.253242e-01	6.566552e-02	6.566552e-02	-3.939931e-01	-1.313311e+00	-8.536518e-01	-1.772969e+00	-3.151945e+00	-2.692286e+00	-8.536518e-01	5.253242e-01	9.849829e-01	1.444641e+00	5.253242e-01	6.566552e-02	6.566552e-02	5.253242e-01	-3.939931e-01	6.566552e-02	5.253242e-01	5.253242e-01	5.253242e-01	9.849829e-01	9.849829e-01
1.000000e+00	7.838530e-02	-3.135412e-01	1.058202e+00	2.038018e+00	1.058202e+00	7.838530e-02	-9.014311e-01	-1.293358e+00	-5.095045e-01	-1.175780e-01	-5.095045e-01	-1.097394e+00	-1.685284e+00	-2.077211e+00	-1.489321e+00	-5.095045e-01	7.838530e-02	2.743486e-01	7.838530e-02	2.743486e-01	4.703118e-01	6.662751e-01	1.058202e+00	1.058202e+00	8.622384e-01	6.662751e-01	6.662751e-01	6.662751e-01	6.662751e-01	4.703118e-01	4.703118e-01	2.743486e-01	7.838530e-02	-1.175780e-01	-1.175780e-01	-1.175780e-01	7.838530e-02	2.743486e-01	8.622384e-01	1.058202e+00	1.058202e+00	8.622384e-01	1.450128e+00	2.038018e+00	1.842055e+00	1.450128e+00	4.703118e-01	-7.054678e-01	-1.293358e+00	-1.685284e+00	-2.273173e+00	-1.881247e+00	-1.489321e+00	-2.273173e+00	-1.881247e+00	-9.014311e-01	-1.175780e-01	2.743486e-01	4.703118e-01	7.838530e-02	-3.135412e-01	-3.135412e-01	-5.095045e-01	-3.135412e-01	7.838530e-02	2.743486e-01	2.743486e-01	2.743486e-01	2.743486e-01	2.743486e-01
