1.000000e+00	-7.706528e-01	-1.279119e+00	-2.620865e-01	1.517760e+00	2.280560e+00	1.009237e+00	-5.163483e-01	-1.533424e+00	-7.706528e-01	1.009237e+00	2.534821e+00	2.789083e+00	1.772022e+00	-2.620865e-01	-1.533424e+00	-2.041890e+00	-1.533424e+00	-5.163483e-01	-2.620865e-01	-2.620865e-01	-5.163483e-01	-5.163483e-01	-2.620865e-01	-2.620865e-01	-2.620865e-01	-7.824753e-03	2.464513e-01	2.464513e-01	2.464513e-01	2.464513e-01	-7.824753e-03	-2.620865e-01	-5.163483e-01	-2.620865e-01	-7.824753e-03	2.464513e-01	2.464513e-01	-7.824753e-03	-2.620865e-01	-7.824753e-03	-7.824753e-03	-2.620865e-01	-7.706528e-01	-7.706528e-01	-2.620865e-01	-2.620865e-01	-7.706528e-01	5.007130e-01	1.263498e+00	2.280560e+00	2.280560e+00	1.263498e+00	2.464513e-01	-5.163483e-01	-1.279119e+00	-1.279119e+00	-7.706528e-01	-2.620865e-01	-7.824753e-03	-7.824753e-03	-5.163483e-01	-2.620865e-01	-7.824753e-03	-7.824753e-03	5.007130e-01
0.000000e+00	-6.914591e-01	3.736889e-02	2.803115e-01	2.803115e-01	5.232406e-01	5.232406e-01	5.232406e-01	5.232406e-01	2.803115e-01	-6.914591e-01	-4.484892e-01	7.661696e-01	1.737886e+00	-2.055602e-01	-2.391976e+00	-1.906036e+00	3.736889e-02	1.252028e+00	2.223758e+00	1.980815e+00	1.009099e+00	5.232406e-01	3.736889e-02	-4.484892e-01	-4.484892e-01	-4.484892e-01	-6.914591e-01	-9.342929e-01	-6.914591e-01	-4.484892e-01	-4.484892e-01	-6.914591e-01	-6.914591e-01	-4.484892e-01	-2.055602e-01	2.803115e-01	2.803115e-01	5.232406e-01	2.803115e-01	2.803115e-01	2.803115e-01	-4.484892e-01	-1.177263e+00	-9.342929e-01	2.803115e-01	7.661696e-01	5.232406e-01	-2.055602e-01	3.736889e-02	7.661696e-01	1.737886e+00	1.980815e+00	1.009099e+00	-1.906036e+00	-1.906036e+00	7.661696e-01	1.737886e+00	3.736889e-02	-2.391976e+00	-1.420233e+00	-9.342929e-01	-4.484892e-01	5.232406e-01	2.803115e-01	-2.055602e-01
0.000000e+00	2.230525e-02	-1.388003e-01	-2.999058e-01	-7.832133e-01	1.834198e-01	1.150053e+00	5.056308e-01	8.278419e-01	1.834198e-01	-9.443459e-01	-7.832133e-01	3.445253e-01	1.794484e+00	2.277801e+00	-1.388003e-01	-1.588786e+00	-4.610384e-01	-4.610384e-01	-2.999058e-01	-1.388003e-01	-1.388003e-01	-7.832133e-01	-7.832133e-01	-2.999058e-01	2.230525e-02	1.834198e-01	2.230525e-02	-1.388003e-01	2.230525e-02	1.834198e-01	2.230525e-02	2.230525e-02	-2.999058e-01	-1.388003e-01	2.230525e-02	2.230525e-02	-1.388003e-01	2.230525e-02	2.230525e-02	1.834198e-01	3.445253e-01	2.230525e-02	-6.220807e-01	-1.588786e+00	-1.105479e+00	-6.220807e-01	-4.610384e-01	3.445253e-01	1.633379e+00	2.922232e+00	3.405548e+00	2.600021e+00	-7.832133e-01	-2.072094e+00	-2.233226e+00	-6.220807e-01	1.834198e-01	3.445253e-01	-2.999058e-01	-4.610384e-01	-4.610384e-01	-6.220807e-01	2.230525e-02	5.056308e-01	3.445253e-01
0.000000e+00	2.608088e-02	2.608088e-02	3.086818e-01	3.086818e-01	-5.390893e-01	-1.669461e+00	-8.217219e-01	8.738520e-01	1.439022e+00	3.086818e-01	3.086818e-01	1.156437e+00	1.156437e+00	2.608088e-02	-2.565042e-01	-2.565042e-01	-2.565042e-01	2.608088e-02	2.608088e-02	-8.217219e-01	-2.565042e-01	-5.390893e-01	-5.390893e-01	-5.390893e-01	2.608088e-02	-5.390893e-01	2.608088e-02	-2.565042e-01	3.086818e-01	3.086818e-01	2.608088e-02	2.608088e-02	-2.565042e-01	2.608088e-02	3.086818e-01	3.086818e-01	2.608088e-02	2.608088e-02	-2.565042e-01	2.608088e-02	2.608088e-02	2.608088e-02	2.608088e-02	-1.104196e+00	-1.952094e+00	-1.104196e+00	-5.390893e-01	-2.565042e-01	2.004192e+00	3.417134e+00	3.699719e+00	2.286778e+00	-2.234568e+00	-1.386829e+00	-1.669461e+00	2.608088e-02	2.608088e-02	-2.565042e-01	-2.565042e-01	-5.390893e-01	3.086818e-01	3.086818e-01	2.608088e-02	-2.565042e-01	-2.565042e-01
1.000000e+00	-1.224719e-01	1.262983e-01	3.750546e-01	1.262983e-01	3.750546e-01	1.262983e-01	1.262983e-01	-1.224719e-01	-8.687826e-01	-6.199845e-01	-1.224719e-01	6.238109e-01	1.370080e+00	2.116363e+00	1.370080e+00	-3.712282e-01	-1.615037e+00	-1.117441e+00	6.238109e-01	1.867592e+00	2.116363e+00	1.121323e+00	-1.224719e-01	-1.366239e+00	-1.863836e+00	-1.366239e+00	-6.199845e-01	-6.199845e-01	-6.199845e-01	-8.687826e-01	-1.117441e+00	-1.117441e+00	-6.199845e-01	-3.712282e-01	3.750546e-01	6.238109e-01	6.238109e-01	3.750546e-01	1.262983e-01	-1.224719e-01	-3.712282e-01	-1.224719e-01	-1.224719e-01	1.262983e-01	3.750546e-01	8.725672e-01	6.238109e-01	3.750546e-01	-3.712282e-01	-8.687826e-01	-6.199845e-01	3.750546e-01	-3.712282e-01	-1.615037e+00	-1.863836e+00	-6.199845e-01	3.750546e-01	1.618836e+00	2.116363e+00	2.116363e+00	1.618836e+00	3.750546e-01	-6.199845e-01	-1.117441e+00	-1.117441e+00
1.000000e+00	-3.349969e-01	1.620699e-02	1.620699e-02	-3.349969e-01	-6.862007e-01	7.186343e-01	7.186343e-01	1.620699e-02	-6.862007e-01	-3.349969e-01	7.186343e-01	1.069838e+00	1.069838e+00	7.186343e-01	3.674305e-01	1.620699e-02	-6.862007e-01	-1.037464e+00	-6.862007e-01	-6.862007e-01	-3.349969e-01	-6.862007e-01	-6.862007e-01	1.620699e-02	1.620699e-02	1.620699e-02	1.620699e-02	1.620699e-02	1.620699e-02	1.620699e-02	-3.349969e-01	-3.349969e-01	-3.349969e-01	1.620699e-02	1.620699e-02	1.620699e-02	-3.349969e-01	1.620699e-02	-3.349969e-01	-3.349969e-01	-3.349969e-01	-6.862007e-01	-1.037464e+00	1.620699e-02	1.069838e+00	1.620699e-02	-2.091055e+00	-6.862007e-01	1.772246e+00	4.230692e+00	3.528285e+00	2.123450e+00	-3.349969e-01	-1.739793e+00	-1.739793e+00	-1.037464e+00	-3.349969e-01	1.620699e-02	1.620699e-02	-3.349969e-01	-3.349969e-01	1.620699e-02	3.674305e-01	7.186343e-01	3.674305e-01
1.000000e+00	-1.934890e-01	5.804388e-02	5.611237e-01	1.567255e+00	2.321868e+00	1.315722e+00	-4.450218e-01	-1.702757e+00	-1.702757e+00	5.611237e-01	2.070321e+00	2.573401e+00	8.126565e-01	-9.480312e-01	-1.451181e+00	-1.451181e+00	-9.480312e-01	-6.965969e-01	-6.965969e-01	-6.965969e-01	-9.480312e-01	-6.965969e-01	-1.934890e-01	5.804388e-02	5.804388e-02	5.804388e-02	3.095908e-01	3.095908e-01	5.611237e-01	5.804388e-02	5.804388e-02	-1.934890e-01	-1.934890e-01	-1.934890e-01	5.804388e-02	-1.934890e-01	5.804388e-02	5.804388e-02	5.804388e-02	-1.934890e-01	-1.199606e+00	-1.954191e+00	-6.965969e-01	1.064189e+00	1.567255e+00	8.126565e-01	-1.934890e-01	5.611237e-01	1.315722e+00	1.818788e+00	1.567255e+00	8.126565e-01	-4.450218e-01	-1.451181e+00	-1.954191e+00	-1.199606e+00	-4.450218e-01	5.804388e-02	5.804388e-02	-1.934890e-01	-1.934890e-01	-1.934890e-01	5.804388e-02	3.095908e-01	3.095908e-01
1.000000e+00	-8.253560e-01	-5.487892e-01	-5.487892e-01	4.251299e-03	2.216429e+00	3.046005e+00	1.386868e+00	-5.487892e-01	-1.654901e+00	-2.722690e-01	8.338276e-01	2.492965e+00	2.216429e+00	5.573073e-01	-8.253560e-01	-1.654901e+00	-1.654901e+00	-1.101768e+00	-5.487892e-01	-5.487892e-01	-2.722690e-01	4.251299e-03	4.251299e-03	-2.722690e-01	-2.722690e-01	-2.722690e-01	4.251299e-03	2.807870e-01	4.251299e-03	4.251299e-03	4.251299e-03	-2.722690e-01	-2.722690e-01	-2.722690e-01	-2.722690e-01	4.251299e-03	4.251299e-03	4.251299e-03	4.251299e-03	-2.722690e-01	-5.487892e-01	-2.722690e-01	-2.722690e-01	-5.487892e-01	-2.722690e-01	5.573073e-01	2.807870e-01	-2.722690e-01	5.573073e-01	1.386868e+00	2.492965e+00	2.216429e+00	2.807870e-01	-5.487892e-01	-1.378335e+00	-1.654901e+00	-1.378335e+00	-5.487892e-01	4.251299e-03	2.807870e-01	4.251299e-03	-5.487892e-01	-2.722690e-01	4.251299e-03	5.573073e-01
0.000000e+00	-1.711230e-01	2.124290e-01	2.064760e-02	2.124290e-01	2.064760e-02	-1.711230e-01	2.064760e-02	2.064760e-02	2.124290e-01	-3.628937e-01	-7.463920e-01	-1.711230e-01	1.363053e+00	2.513688e+00	-1.711230e-01	-1.897102e+00	-2.088797e+00	-7.463920e-01	5.959703e-01	1.554823e+00	1.554823e+00	9.795116e-01	7.877409e-01	7.877409e-01	2.064760e-02	-5.546966e-01	-7.463920e-01	-9.381949e-01	-9.381949e-01	-7.463920e-01	-5.546966e-01	-3.628937e-01	-5.546966e-01	-1.711230e-01	2.064760e-02	4.041996e-01	2.124290e-01	2.124290e-01	2.124290e-01	2.124290e-01	2.064760e-02	2.064760e-02	2.064760e-02	2.064760e-02	2.124290e-01	2.064760e-02	-1.711230e-01	-1.711230e-01	-1.711230e-01	2.064760e-02	2.064760e-02	-1.711230e-01	-1.129998e+00	-9.381949e-01	-3.628937e-01	-3.628937e-01	-3.628937e-01	7.877409e-01	1.746605e+00	2.897229e+00	2.513688e+00	1.363053e+00	-1.705299e+00	-2.280600e+00	-1.897102e+00
1.000000e+00	-7.460034e-01	-5.183243e-01	3.922519e-01	1.302815e+00	1.985751e+00	1.075174e+00	-5.183243e-01	-1.428913e+00	-9.735550e-01	3.922519e-01	1.985751e+00	1.985751e+00	1.758097e+00	1.075174e+00	-5.183243e-01	-2.111823e+00	-1.884144e+00	-7.460034e-01	-2.906834e-01	-2.906834e-01	-7.460034e-01	-5.183243e-01	-5.183243e-01	-5.183243e-01	-6.304254e-02	1.646111e-01	3.922519e-01	6.198928e-01	3.922519e-01	1.646111e-01	-6.304254e-02	-6.304254e-02	-2.906834e-01	-2.906834e-01	-2.906834e-01	-2.906834e-01	-6.304254e-02	-6.304254e-02	-6.304254e-02	-6.304254e-02	-6.304254e-02	-7.460034e-01	-7.460034e-01	-5.183243e-01	-6.304254e-02	-5.183243e-01	-5.183243e-01	6.198928e-01	1.758097e+00	2.668673e+00	2.441032e+00	1.075174e+00	-5.183243e-01	-1.428913e+00	-1.884144e+00	-1.428913e+00	-9.735550e-01	-6.304254e-02	3.922519e-01	3.922519e-01	-6.304254e-02	-2.906834e-01	-6.304254e-02	3.922519e-01	3.922519e-01
